,Unnamed: 0,고유번호,건물식별번호,허가일자,사용승인일자,geometry,주소
359636,359636,4480033031107080002,21146,1991-08-21,,"POLYGON ((175238.86035136008 441250.15761623916, 175239.87049605255 441240.17370548856, 175225.37961946847 441239.0514930072, 175225.21058755956 441241.2274743335, 175225.83658221934 441241.27648350963, 175225.3985322806 441244.76545102266, 175224.18554351083 441244.6124336741, 175223.86148520838 441248.5953992716, 175238.86035136008 441250.15761623916))",충청남도 홍성군 홍동면 금당리 708-2
61451,61451,4415010700103440038,100192126,2010-08-05,2010-11-02,"POLYGON ((209680.61415212986 429584.0584087552, 209680.84715718217 429583.62541541975, 209681.5991707938 429582.4024356848, 209682.78518589004 429580.88646473177, 209687.09424059032 429575.38757019525, 209687.57924623616 429574.80158183083, 209688.0872512289 429574.247593599, 209688.83425692507 429573.5396101461, 209688.78125959611 429573.3906103809, 209688.38326561588 429573.1816057138, 209687.31328294482 429572.54559368605, 209685.94430859812 429571.50657988933, 209672.80555952518 429561.2274496639, 209672.0375749802 429560.57544241403, 209671.26359255015 429559.7894360197, 209670.94059963588 429559.4774332392, 209670.81559970713 429559.5294309382, 209670.52359351033 429560.06342265074, 209669.96658362696 429560.9564077299, 209669.04957066127 429562.2123846782, 209664.3585112585 429568.18926993303, 209663.59150218382 429569.1252514656, 209662.66949642004 429569.91723161994, 209662.57749552056 429570.01722949126, 209662.654492404 429570.1842294991, 209663.5984776408 429570.7112403526, 209664.69245819843 429571.47325185966, 209677.47321472032 429581.43237881945, 209678.63519243637 429582.3473902924, 209679.6981705549 429583.2814001042, 209680.36815496633 429583.98640546517, 209680.47115225068 429584.1154061446, 209680.61415212986 429584.0584087552))",충청남도 공주시 웅진동 344-38
33914,33914,4413310900101430030,100207605,2008-01-15,2010-05-28,"POLYGON ((212310.663693102 473025.86961176124, 212302.85985115508 473019.4795362472, 212280.50258565272 473046.78398155724, 212291.348360328 473056.02408383467, 212310.86458078507 473032.9075627134, 212310.663693102 473025.86961176124))",충청남도 천안시 서북구 업성동 143-30
355075,355075,4480036021102510000,14600,2005-04-28,2005-10-07,"POLYGON ((159480.03609687416 435927.4333577973, 159480.72815303737 435923.36639855464, 159481.06514967122 435923.42440320353, 159481.44419365702 435920.3194320712, 159480.59620239906 435920.15542051475, 159481.26328100805 435914.611471914, 159473.3873594728 435913.27036322595, 159473.52337047804 435912.47337121976, 159470.71339615987 435912.1483312972, 159469.07727344485 435921.09523991763, 159469.83826572224 435921.2342503498, 159469.19820486088 435925.58720824105, 159480.03609687416 435927.4333577973))",충청남도 홍성군 결성면 읍내리 251
163299,163299,4421039023103010005,15170,1996-07-02,1996-11-01,"POLYGON ((162832.49167700415 454968.38083940744, 162847.7540371911 454937.1683087697, 162843.63909881533 454935.15626140253, 162842.68107307237 454937.3212303783, 162840.22710870003 454936.19520156854, 162826.01777611015 454965.0737659612, 162832.49167700415 454968.38083940744))",충청남도 서산시 해미면 대곡리 301-5
124263,124263,4420011400105350030,11290,1990-12-18,1991-02-02,"POLYGON ((200999.70736258998 465410.73479675537, 200991.31747528785 465407.47469002614, 200987.2973216964 465419.2145400663, 200996.03821078184 465422.1946543525, 200999.70736258998 465410.73479675537))",충청남도 아산시 권곡동 535-30
388706,388706,4481036021102510214,26618,2007-06-26,2008-02-13,"POLYGON ((171252.48456951662 455736.7885246073, 171253.7944028657 455747.03946732683, 171259.64436828223 455746.4385613741, 171259.7753420557 455748.0885509298, 171269.6152890719 455746.73871168174, 171269.39436064535 455742.1687427739, 171269.92435759702 455742.10875133635, 171269.13447290772 455734.9587931811, 171252.48456951662 455736.7885246073))",충청남도 예산군 덕산면 읍내리 251-214
319518,319518,4477040031102390002,17227,,2003-10-20,"POLYGON ((164500.5050367787 390945.1776281339, 164506.60418450623 390932.3268090426, 164499.0642962753 390928.337725464, 164492.5641513673 390941.1875386236, 164500.5050367787 390945.1776281339))",충청남도 서천군 비인면 장포리 239-2
95325,95325,4418025025100600000,100207777,2013-07-16,2014-01-13,"POLYGON ((163446.48520596942 404227.13558134635, 163431.4782491632 404231.3963273245, 163439.80975304387 404260.7362411376, 163454.8157098569 404256.47549514734, 163446.48520596942 404227.13558134635))",충청남도 보령시 웅천읍 대천리 60
80333,80333,4415037025100340007,33837,1999-07-23,1999-07-23,"POLYGON ((211186.03962246567 438429.14485417795, 211182.60268666907 438426.57481919933, 211183.01369964538 438425.5508328844, 211179.25476434766 438423.09579208493, 211178.3127801054 438422.5097816512, 211175.3467385491 438426.5417068467, 211176.13672446925 438427.0887151977, 211173.8636768132 438431.1976505952, 211175.6596434011 438432.5316689386, 211174.42062453923 438434.3126369999, 211183.08148256375 438439.5117342704, 211185.42451809315 438436.15279460687, 211184.63153301517 438435.5527865853, 211187.91458729887 438430.5558731995, 211186.03962246567 438429.14485417795))",충청남도 공주시 정안면 북계리 34-7
275666,275666,4471025022102260007,3549,1993-12-04,1994-03-25,"POLYGON ((244505.1883093319 389890.183672076, 244519.84828402998 389885.70292824646, 244517.36840330198 389879.0329333086, 244503.4584256139 389883.39368952846, 244505.1883093319 389890.183672076))",충청남도 금산군 금산읍 중도리 226-7
79222,79222,4415036026106710002,31826,2006-06-14,2006-10-20,"POLYGON ((212465.67131292587 433545.4884404081, 212455.7625142097 433536.99334709777, 212448.36742988808 433545.79117012955, 212460.02918606743 433556.23627678, 212464.38522624804 433551.66637667886, 212463.88423635493 433551.24137193104, 212466.0242625409 433548.58042395674, 212464.44429947482 433546.91341129533, 212465.67131292587 433545.4884404081))",충청남도 공주시 의당면 청룡리 671-2
305853,305853,4476025029101830003,4193,1977-06-17,1984-10-18,"POLYGON ((192029.9792132366 409347.8098545872, 192021.79327140359 409347.7317309837, 192021.82908773454 409359.82664661494, 192024.94600296725 409363.98566468764, 192034.11494692139 409363.47280735, 192034.01214585543 409350.40189755464, 192029.95617469688 409350.36183632363, 192029.9792132366 409347.8098545872))",충청남도 부여군 부여읍 구아리 183-3
244697,244697,4427037022105190007,38062,1994-10-28,1994-10-28,"POLYGON ((179259.18982146098 468783.2588805937, 179268.56188853484 468774.34609314485, 179262.30302688674 468768.4460412521, 179256.85497473512 468774.47891122266, 179255.83199610814 468773.59490212955, 179252.8099692871 468776.8048310401, 179259.18982146098 468783.2588805937))",충청남도 당진시 우강면 송산리 519-7
285414,285414,4476033032106800000,100219408,2016-11-01,2017-12-01,"POLYGON ((176478.04095399956 414281.7117235533, 176490.69691505004 414278.32993851777, 176488.63104619956 414270.60096274526, 176480.90206998293 414272.6668314599, 176481.4710339153 414274.79182481475, 176479.73203926496 414275.25679527526, 176479.5250523834 414274.4837976954, 176476.33706219363 414275.3357435441, 176478.04095399956 414281.7117235533))",충청남도 부여군 외산면 화성리 680
255601,255601,4471025021101360000,100190839,2010-06-23,2010-11-01,"POLYGON ((245592.8699022482 388494.5045929691, 245596.9598782796 388494.35165728733, 245596.65700531547 388486.2717050898, 245592.5670292831 388486.42464077123, 245592.8699022482 388494.5045929691))",충청남도 금산군 금산읍 신대리 136
327815,327815,4479037027101390009,100195749,2011-11-29,2013-10-14,"POLYGON ((178467.58931527656 418955.2212395405, 178466.14033903088 418954.3332240235, 178468.38637843874 418950.66628434195, 178461.43649232338 418946.4102098902, 178455.92539565128 418955.4060619027, 178464.3252579934 418960.5511518775, 178467.58931527656 418955.2212395405))",충청남도 청양군 남양면 매곡리 139-9
144899,144899,4420041030101130001,42988,,,"POLYGON ((193165.9670577389 468576.0070644128, 193157.48415597764 468573.752949305, 193156.43106456354 468580.13088504254, 193164.80998919785 468580.965009189, 193165.9670577389 468576.0070644128))",충청남도 아산시 신창면 가덕리 113-1
7922,7922,4413111100103540001,100398674,2019-07-10,2019-11-13,"POLYGON ((213003.14037104815 464074.01755710115, 213009.4062031127 464081.8105982627, 213024.21328219946 464069.9049180943, 213017.94745013633 464062.1118769293, 213003.14037104815 464074.01755710115))",충청남도 천안시 동남구 청당동 354-1
369344,369344,4480034032100570002,8825,,2005-09-13,"POLYGON ((179190.07365862033 436702.6663203682, 179186.19362738723 436706.5672326227, 179187.34221779462 436732.8940570787, 179192.76817724248 436732.96513926075, 179190.07365862033 436702.6663203682))",충청남도 홍성군 장곡면 천태리 57-2
317049,317049,4477035035101150004,14050,,2006-04-07,"POLYGON ((180059.79641390612 396739.9677487714, 180068.85637220924 396738.5578943735, 180065.50573806535 396715.68800410186, 180056.90577701872 396717.0678656003, 180059.79641390612 396739.9677487714))",충청남도 서천군 마산면 나궁리 115-4
386972,386972,4481032025102130004,24197,1996-12-06,1996-12-06,"POLYGON ((188102.61231207786 446146.674389018, 188110.3220853542 446157.7644260033, 188116.66210475634 446153.4945548808, 188117.8421525723 446149.8246000133, 188111.97233051748 446141.03457440296, 188102.61231207786 446146.674389018))",충청남도 예산군 신양면 서계양리 213-4
374575,374575,4481033030102990000,100228128,2014-12-12,2015-08-31,"POLYGON ((181473.0392149645 443311.3695811017, 181482.6561252953 443312.63371893356, 181483.56822482107 443305.692784072, 181481.78424144594 443305.4587584997, 181482.44831396348 443300.4018059481, 181478.58135001722 443299.8937505232, 181478.71236422224 443298.9027598361, 181474.74640119603 443298.38170299365, 181473.0392149645 443311.3695811017))",충청남도 예산군 광시면 동산리 299
17540,17540,4413135026105540001,36713,1993-02-10,1993-05-15,"POLYGON ((226122.58661712002 461022.6403186971, 226097.0872885468 460991.6861399412, 226089.58725618833 460997.14298209077, 226114.88757629 461028.7241531682, 226122.58661712002 461022.6403186971))",충청남도 천안시 동남구 수신면 장산리 554-1
144253,144253,4420041025103940000,42069,,2006-01-09,"POLYGON ((195535.10101389544 463913.6687951699, 195525.17510655185 463912.428650035, 195524.18197117958 463921.6055661986, 195534.00487930162 463922.84470973903, 195535.10101389544 463913.6687951699))",충청남도 아산시 신창면 행목리 394
47856,47856,4413325035100950001,39842,1977-03-30,1977-11-20,"POLYGON ((214038.01851313235 483484.5210692239, 214025.175639237 483419.4273535175, 214017.1606686329 483421.3332123246, 214029.50354971443 483486.2079217495, 214038.01851313235 483484.5210692239))",충청남도 천안시 서북구 성환읍 수향리 95-1
420580,420580,4482525022101550003,4498,1992-02-08,1992-11-20,"POLYGON ((137284.22698667936 461705.63409233344, 137268.79697026507 461714.6737893, 137276.18672276 461727.30380181444, 137281.536728386 461724.17390685005, 137292.5063609504 461742.92392541934, 137302.59637151388 461737.02412349405, 137284.22698667936 461705.63409233344))",충청남도 태안군 태안읍 남문리 155-3
258488,258488,4471031025102730002,11244,,,"POLYGON ((240681.6715834264 394251.8430556056, 240685.6216542628 394245.6031577897, 240683.18168889987 394244.39312797156, 240679.16162533127 394250.19302759704, 240681.6715834264 394251.8430556056))",충청남도 금산군 금성면 두곡리 273-2
197772,197772,4423025333110750000,23349,,,"POLYGON ((205795.8982639346 389416.9578852067, 205805.53818431572 389417.9480245771, 205807.72843902017 389400.1671779965, 205798.34853096918 389398.24804884975, 205795.8982639346 389416.9578852067))",충청남도 논산시 연무읍 봉동리 1075
336331,336331,4479038021101700001,19634,,,"POLYGON ((174550.1786205754 425620.8798011837, 174538.21583260503 425612.56568068045, 174534.45177946528 425617.8735851421, 174546.20556528028 425626.4297007218, 174550.1786205754 425620.8798011837))",충청남도 청양군 화성면 산정리 170-1
349172,349172,4480039022103140020,100238152,2016-08-09,2017-01-18,"POLYGON ((164703.60817090355 444933.9159959911, 164700.88816277648 444935.7849407069, 164700.43517615926 444935.1249387824, 164692.02815105428 444940.90076791565, 164695.36905241126 444945.7647821343, 164697.92406004886 444944.00883406773, 164698.85403521397 444945.18983932503, 164707.51006106098 444939.2430152532, 164703.60817090355 444933.9159959911))",충청남도 홍성군 구항면 오봉리 314-20
412580,412580,4482534027105000001,17720,,2002-01-15,"POLYGON ((122731.64526993039 464269.30950410326, 122733.17531680483 464265.36955826194, 122725.62544311752 464260.8994808325, 122723.51541754806 464263.72042688355, 122720.89546211374 464262.1204004021, 122717.40541452917 464267.1403083565, 122716.66542604087 464266.7603003088, 122715.49539532745 464269.4302616132, 122730.77615113987 464277.7104244139, 122734.28522580858 464270.8695312006, 122731.64526993039 464269.30950410326))",충청남도 태안군 소원면 모항리 500-1
309770,309770,4477031024106460009,100182325,2008-04-02,2008-08-05,"POLYGON ((167506.61528138485 387422.88789534825, 167505.4772773406 387423.6938728482, 167508.5431919273 387428.02388797223, 167509.87719666996 387427.0789143465, 167513.93708357308 387432.8119343765, 167523.8071186294 387425.8231295075, 167516.46432322348 387415.4510933, 167514.13831496148 387417.09804731276, 167512.6093575833 387414.93703978346, 167504.8673301036 387420.41788673704, 167506.61528138485 387422.88789534825))",충청남도 서천군 마서면 한성리 646-9
92540,92540,4418035021109720001,100185702,,2009-05-20,"POLYGON ((170710.38704587184 421596.8440749049, 170725.80713111907 421583.8144019067, 170717.60632881153 421574.61434515775, 170713.47629949823 421578.53425445146, 170715.02625940295 421580.45426386327, 170710.88623031467 421584.3641730756, 170712.81718371005 421586.5341864107, 170706.25714206908 421592.4340447051, 170710.38704587184 421596.8440749049))",충청남도 보령시 청라면 나원리 972-1
56373,56373,4413310200111420000,66099,2004-06-29,2005-01-10,"POLYGON ((212050.9596911181 470160.89574566606, 212050.7078811158 470148.9328301867, 212035.78997915264 470149.6575901719, 212035.70399950762 470148.4035980953, 212028.42005206444 470148.45948311023, 212028.74484189932 470161.67039050406, 212050.9596911181 470160.89574566606))",충청남도 천안시 서북구 성정동 1142
4873,4873,4413111600111890000,100278809,2014-09-01,2015-01-06,"POLYGON ((211541.1211202943 464067.68066146196, 211549.35391507638 464076.9387225634, 211561.90099860675 464065.78200137266, 211553.66720384435 464056.5229402619, 211541.1211202943 464067.68066146196))",충청남도 천안시 동남구 신방동 1189
134463,134463,4420036021104320004,27609,,1992-11-12,"POLYGON ((203147.23278347147 481073.7423040621, 203144.5198581789 481070.2832874804, 203136.89191448077 481070.33316711243, 203137.1085868977 481091.05701420386, 203147.147508593 481091.25917059346, 203147.23278347147 481073.7423040621))",충청남도 아산시 둔포면 둔포리 432-4
12528,12528,4413131021105360006,22818,1994-05-01,1994-08-20,"POLYGON ((210525.79926035987 458004.4563047003, 210524.64338774903 457996.84634220833, 210514.63843491403 457998.4661738884, 210516.62722325846 458011.0781128678, 210525.85717916145 458009.6212678782, 210525.07126455632 458004.525292809, 210525.79926035987 458004.4563047003))",충청남도 천안시 동남구 풍세면 풍서리 536-6
263959,263959,4471034021107560000,19153,,1980-09-19,"POLYGON ((244918.25597840856 391030.6976349645, 244918.34297796973 391030.689636365, 244918.42697776682 391030.6676378088, 244918.50597783172 391030.63063927565, 244918.5779781382 391030.5806407179, 244918.6389787051 391030.51864206535, 244918.68897948103 391030.4476433041, 244918.72598046553 391030.36864439293, 244918.74898161646 391030.28464529745, 244918.7559829204 391030.1976459728, 244918.74898431357 391030.11064643064, 244918.72598576298 391030.02664662304, 244918.68898722663 391029.94764656527, 244918.63898866507 391029.8756462623, 244918.57799000235 391029.8146457132, 244918.5059912453 391029.7646449252, 244918.42699232907 391029.72764394106, 244918.34299322712 391029.70464279037, 244918.25599389835 391029.6976414883, 244918.16899435135 391029.7046400955, 244918.08499454017 391029.727638644, 244918.00599447594 391029.7646371789, 244917.93499415906 391029.81463574985, 244917.87299361662 391029.87563439424, 244917.82299282492 391029.947633147, 244917.78599184236 391030.0266320583, 244917.76399068147 391030.11063116824, 244917.75598938536 391030.19763047877, 244917.7639879856 391030.2846300355, 244917.7859865427 391030.36862982844, 244917.8229850784 391030.44762988517, 244917.87298365566 391030.51863019716, 244917.9349822962 391030.58063075587, 244918.00598106143 391030.6306315287, 244918.08497997804 391030.6676325105, 244918.16897909294 391030.68963366904, 244918.25597840856 391030.6976349645))",충청남도 금산군 군북면 호티리 756
350360,350360,4480037023105010004,100253127,2018-06-25,2019-01-10,"POLYGON ((152321.16738341347 443167.05813248846, 152332.23843617796 443158.0363674602, 152326.82157714173 443151.3743362911, 152319.60654293103 443157.2421832492, 152320.23752651058 443158.01818687934, 152318.68751915585 443159.2791539979, 152319.8844879669 443160.7541608644, 152317.56947698462 443162.63711175736, 152321.16738341347 443167.05813248846))",충청남도 홍성군 서부면 궁리 501-4
244957,244957,4427037025100440003,38845,,2001-07-04,"POLYGON ((181756.02204193093 470719.8887933435, 181755.0652227352 470708.6788636934, 181751.31224751007 470708.90580384585, 181751.29826686406 470707.6628130741, 181745.01030485012 470708.2707110767, 181745.1972734598 470710.20669926296, 181743.602283084 470710.36167338357, 181744.01421396367 470714.624647375, 181742.08922559075 470714.8106161488, 181742.57214479067 470719.793585771, 181743.51513909234 470719.7026010673, 181743.65011654946 470721.0925925947, 181756.02204193093 470719.8887933435))",충청남도 당진시 우강면 공포리 44-3
87258,87258,4415040029104580005,44026,1997-08-06,1997-08-06,"POLYGON ((195588.16036046605 433319.39572908217, 195583.21245491735 433315.5436808392, 195544.70601708395 433361.9687554598, 195556.280797084 433370.91686875763, 195590.36218958662 433329.5026901343, 195583.94230329955 433325.08062339976, 195588.16036046605 433319.39572908217))",충청남도 공주시 신풍면 입동리 458-5
63820,63820,4415036035106620017,100210972,2008-11-18,2014-07-25,"POLYGON ((216608.65358733092 442971.3277651987, 216623.07642852108 442974.96296410856, 216626.60961629386 442961.3131166747, 216612.06477644993 442957.64691608335, 216608.61858771712 442971.31876471825, 216608.65358733092 442971.3277651987))",충청남도 공주시 의당면 도신리 662-17
139884,139884,4420038026103110001,35698,,1989-02-03,"POLYGON ((188146.64593777418 472861.310665173, 188140.5961415043 472851.1316481955, 188134.4721304043 472854.8045251448, 188140.2219288381 472864.9895374109, 188146.64593777418 472861.310665173))",충청남도 아산시 인주면 문방리 311-1
168284,168284,4421032029107140000,22927,,,"POLYGON ((147445.254771302 453085.83603420004, 147447.27984599516 453079.8611106359, 147449.84381463626 453080.64514329017, 147451.3738704613 453076.1712007326, 147442.40697636805 453073.67908461124, 147438.0977785281 453088.9719021566, 147451.3886235382 453092.5340752838, 147452.79867796757 453088.21312973846, 147445.254771302 453085.83603420004))",충청남도 서산시 부석면 지산리 714
42817,42817,4413331033101700006,24065,,,"POLYGON ((216004.39339399923 481450.69525800913, 215994.1224709887 481450.6350958138, 215993.93139589566 481455.4670567252, 216004.46731637404 481455.5632228475, 216004.39339399923 481450.69525800913))",충청남도 천안시 서북구 입장면 흑암리 170-6
17660,17660,4413132021102210003,37054,,2002-09-27,"POLYGON ((205567.01782488864 454130.72710605105, 205567.89596110233 454121.57018662256, 205562.68800534747 454121.152108578, 205562.59397772135 454122.9700938348, 205557.94701297986 454122.8680222186, 205558.04003432326 454121.45403399726, 205552.45108310267 454120.9219508539, 205552.1280309183 454124.42392023676, 205556.06391554745 454130.0019407733, 205567.01782488864 454130.72710605105))",충청남도 천안시 동남구 광덕면 광덕리 221-3
25404,25404,4413111300101100172,57681,1991-05-10,1992-11-13,"POLYGON ((212341.34908507412 467901.5449993609, 212325.0593013683 467895.3647889126, 212324.88920926256 467901.30474242603, 212327.89613655204 467904.53176588705, 212340.92903094267 467905.1849659125, 212341.34908507412 467901.5449993609))",충청남도 천안시 동남구 봉명동 110-172
15380,15380,4413134027104350006,30865,1994-03-14,1994-10-24,"POLYGON ((220928.12883421135 460458.06352551864, 220917.8683091451 460432.5795489965, 220908.87731381386 460436.39537978126, 220919.28683587036 460462.00235775404, 220928.12883421135 460458.06352551864))",충청남도 천안시 동남구 성남면 신사리 435-6
