,Unnamed: 0,고유번호,건물식별번호,허가일자,사용승인일자,geometry,주소
191676,191676,4423011100101300002,13425,,,"POLYGON ((210635.058940589 399071.048935649, 210638.2590285126 399063.8680333869, 210627.6591629298 399059.74889973796, 210624.98908074413 399066.31881424773, 210635.058940589 399071.048935649))",충청남도 논산시 관촉동 130-2
121415,121415,4420025325112820000,100238652,2013-04-15,2013-10-16,"POLYGON ((206443.19818337457 463631.63502069854, 206472.9659220524 463634.4144657949, 206474.14711117218 463621.7695775717, 206459.2122422733 463620.37535425834, 206459.49128694445 463617.38838066143, 206452.12335162738 463616.70027049584, 206451.8443069528 463619.6872440921, 206444.37637250766 463618.99013243103, 206443.1961833883 463631.6350206669, 206443.19818337457 463631.63502069854))",충청남도 아산시 배방읍 북수리 1282
311487,311487,4477031024103840001,100195188,2012-05-02,2012-07-30,"POLYGON ((168380.48987202882 386096.62811032793, 168381.1618239951 386099.5570998378, 168380.5758260647 386099.69109022146, 168381.6047524055 386104.1830741049, 168395.6857027505 386100.9563052202, 168394.74577000298 386096.85531992395, 168392.77377695433 386097.3072875573, 168392.01283140044 386093.98729945836, 168387.12984861806 386095.1062193131, 168387.26483900522 386095.69221722346, 168385.50684520352 386096.09518836543, 168385.37285481088 386095.5091904724, 168380.48987202882 386096.62811032793))",충청남도 서천군 마서면 한성리 384-1
234535,234535,4427025027101340018,16732,,,"POLYGON ((178760.5421747891 462988.8650516736, 178751.38439687018 462978.9049858104, 178730.23726325974 462997.86251674645, 178739.17103837148 463008.11357695784, 178760.5421747891 462988.8650516736))",충청남도 당진시 합덕읍 대전리 134-18
29092,29092,4413110700104530003,66818,1979-08-08,1979-09-27,"POLYGON ((214343.28913664975 467985.21486536367, 214343.8392673033 467976.6549370487, 214334.71933422386 467976.6347937011, 214334.2492047167 467985.0847240817, 214343.28913664975 467985.21486536367))",충청남도 천안시 동남구 원성동 453-3
47935,47935,4413325035104260004,40142,1991-03-30,1991-09-27,"POLYGON ((211958.9967942612 483323.3912241239, 211956.35582083167 483322.95418563735, 211956.7928773809 483319.1722209339, 211951.15293369498 483318.26613854326, 211951.52796301962 483316.23515971785, 211945.49702372943 483315.23507184896, 211944.9499769186 483318.4530390449, 211946.07496459055 483318.7030549594, 211945.71492081322 483321.64102721633, 211944.66893008584 483321.54701137985, 211944.4969066534 483323.10999693, 211944.46490393396 483323.29699502006, 211943.57491302813 483323.14098211704, 211943.230883474 483325.1719614317, 211943.167878012 483325.54695762286, 211958.23072880923 483327.8911782346, 211958.9967942612 483323.3912241239))",충청남도 천안시 서북구 성환읍 수향리 426-4
127855,127855,4420025321101370001,17114,2005-11-18,2006-10-26,"POLYGON ((204444.17511663414 460154.06842587027, 204423.1224616386 460141.8081876846, 204421.18942399594 460145.1261330934, 204419.25745565604 460144.0011112346, 204393.39091801277 460190.5743647291, 204416.1445483101 460203.62062366586, 204444.13408361294 460156.20440950326, 204443.21309788915 460155.7203986986, 204444.17511663414 460154.06842587027))",충청남도 아산시 배방읍 중리 137-1
175630,175630,4421010100101610003,34228,,,"POLYGON ((151032.37256616427 464827.81472617516, 151023.70267356673 464825.13461523945, 151021.50257215 464832.924521417, 151030.41346213655 464835.6546356247, 151032.37256616427 464827.81472617516))",충청남도 서산시 읍내동 161-3
296392,296392,4476038028100630001,23327,,,"POLYGON ((179644.5712462548 400011.6025544625, 179644.57143588038 399998.962643226, 179637.3714830256 399999.16253379727, 179637.701295752 400011.4924521614, 179644.5712462548 400011.6025544625))",충청남도 부여군 남면 금천리 63-1
341347,341347,4479031028105030001,6405,2006-08-28,2006-11-10,"POLYGON ((187063.10422957435 439868.69845707505, 187063.22232907175 439862.1495067469, 187056.1113829584 439861.9963988904, 187056.1013612261 439863.41938833724, 187051.8633915601 439863.44432320906, 187051.77126366273 439871.83426047536, 187065.41616381094 439871.8964691347, 187065.6432153396 439868.4264979739, 187063.10422957435 439868.69845707505))",충청남도 청양군 운곡면 광암리 503-1
180992,180992,4421037021115500057,8217,1993-03-11,1994-06-15,"POLYGON ((156137.4216923989 465595.3174635846, 156132.79476713255 465592.7404129849, 156131.93375075032 465594.24838821345, 156131.45275861304 465593.97438299947, 156123.3266039647 465608.21014918, 156135.2704085095 465615.02927851246, 156143.94757403844 465599.8025283876, 156137.08768581753 465595.9174538631, 156137.4216923989 465595.3174635846))",충청남도 서산시 음암면 도당리 1550-57
213586,213586,4423042022104120008,45544,,,"POLYGON ((205966.7783015893 395929.6282627109, 205960.75847643186 395920.79823141854, 205945.34843561528 395930.33793222613, 205950.8782610446 395939.367954706, 205966.7783015893 395929.6282627109))",충청남도 논산시 채운면 용화리 412-8
339127,339127,4479025023102040001,2537,1973-03-22,1973-12-10,"POLYGON ((182773.3409029749 427833.5444859273, 182772.46683991037 427838.10343964247, 182774.71181905337 427838.4154715341, 182773.94976692513 427842.2024325378, 182773.19170950708 427846.33539109933, 182777.44467165566 427846.81745230174, 182780.57782404282 427835.31958315946, 182773.3409029749 427833.5444859273))",충청남도 청양군 청양읍 교월리 204-1
290777,290777,4476034024106180001,16508,,,"POLYGON ((177047.6554421868 411394.73297859123, 177040.59454013943 411391.54489504604, 177040.2675307158 411392.3248845594, 177034.43860414682 411390.18681206857, 177031.3254995092 411398.6017051492, 177043.9473361885 411403.51786007616, 177047.6554421868 411394.73297859123))",충청남도 부여군 내산면 온해리 618-1
379155,379155,4481025021200130001,12968,,,"POLYGON ((185766.7912290929 453957.9006828829, 185766.91031309994 453952.3907256787, 185762.97034692607 453952.0806672821, 185762.31028539443 453956.3906250704, 185766.7912290929 453957.9006828829))",충청남도 예산군 예산읍 예산리 13-1
108177,108177,4418039032101680000,20156,1992-04-07,1992-11-26,"POLYGON ((170275.68289413906 399669.3838484811, 170285.39377819956 399672.5839707002, 170287.36285567153 399666.4640434218, 170289.98282339913 399667.394075923, 170290.88286108736 399664.444110248, 170287.06290880078 399663.0440631689, 170288.00295351676 399659.6041015585, 170283.58300410397 399658.2940448917, 170283.09298770185 399659.6240281601, 170279.07302801617 399658.81397392123, 170275.68289413906 399669.3838484811))",충청남도 보령시 미산면 대농리 168
261888,261888,4471032033107090000,16274,2005-10-04,2006-07-06,"POLYGON ((252157.63680295978 391065.7297957026, 252160.99758479884 391078.3697661207, 252186.84753585275 391070.8492169381, 252182.9777670794 391057.5792426777, 252157.63680295978 391065.7297957026))",충청남도 금산군 제원면 천내리 709
159721,159721,4421025027109250000,100268384,2021-06-17,2021-08-26,"POLYGON ((146661.6769393313 486911.03953993006, 146703.83063630603 486909.07620067184, 146703.40278032012 486899.88626730465, 146661.24908334378 486901.8496065678, 146661.6769393313 486911.03953993006))",충청남도 서산시 대산읍 대죽리 925
279520,279520,4471025025100640003,7579,,1990-01-24,"POLYGON ((243496.27272581297 389637.640831082, 243499.55330524288 389663.4507136085, 243508.343278455 389661.5108622847, 243508.35326136876 389662.61085526826, 243514.19323492344 389661.8809504065, 243513.86331906737 389656.5809798486, 243533.9932275268 389654.0903076121, 243532.7034062249 389643.0803594194, 243512.78349378056 389645.7410337971, 243511.81358468716 389640.27105444286, 243505.89360607887 389641.3609557217, 243504.75369298097 389636.22097158513, 243496.27272581297 389637.640831082))",충청남도 금산군 금산읍 아인리 64-3
323774,323774,4477025321103580014,6862,1977-10-28,1983-03-08,"POLYGON ((172317.90556131868 386979.6473590757, 172306.14558249537 386983.6871562853, 172309.2954171382 386993.3571357473, 172321.70538806202 386989.5473465905, 172317.90556131868 386979.6473590757))",충청남도 서천군 서천읍 군사리 358-14
239575,239575,4427033027103420000,27386,,,"POLYGON ((157010.00108689026 473826.1719235383, 157009.39416145385 473821.6059498026, 157000.3182218452 473822.2418059525, 157001.3820390348 473833.650733397, 157007.27800132908 473833.137827622, 157007.0241049172 473826.49687544745, 157010.00108689026 473826.1719235383))",충청남도 당진시 대호지면 마중리 342
343526,343526,4479033027100930001,9548,,1999-11-03,"POLYGON ((195176.62791037315 426101.5431674161, 195172.28497330265 426099.44011597405, 195171.78195920735 426100.5941000371, 195164.10805933844 426097.60100397666, 195163.79005149403 426098.260994399, 195162.8430639512 426097.88498258963, 195160.1889869472 426104.14589727164, 195164.99091952626 426106.32995515794, 195164.61990703584 426107.31794242526, 195172.7508023047 426110.40004484355, 195176.62791037315 426101.5431674161))",충청남도 청양군 정산면 대박리 93-1
243311,243311,4427036026106240004,34987,,1995-02-20,"POLYGON ((175575.5333989413 472103.1636600302, 175578.65141589285 472100.53372830723, 175579.80438817665 472101.7617367214, 175588.4304548894 472093.2029354244, 175582.26259912617 472086.8948884122, 175571.00451864474 472097.6386323472, 175571.77350083794 472098.41363829223, 175572.2804982574 472098.3316467512, 175574.31545016286 472100.4456620107, 175573.6264429911 472101.2486452265, 175575.5333989413 472103.1636600302))",충청남도 당진시 순성면 본리 624-4
207103,207103,4423036034100470006,36573,2003-02-26,2004-11-16,"POLYGON ((216234.25958561763 403618.1385914681, 216248.14960983454 403610.4388569091, 216227.6093142866 403573.5387934051, 216214.5992993059 403580.24854821386, 216234.25958561763 403618.1385914681))",충청남도 논산시 연산면 장전리 47-6
289486,289486,4476033027103660003,14943,,,"POLYGON ((173976.7368810151 411083.502015103, 173967.85400465637 411079.4669104925, 173961.34685157755 411092.7277178467, 173970.04373187976 411096.58782091324, 173976.7368810151 411083.502015103))",충청남도 부여군 외산면 갈산리 366-3
121740,121740,4420025327102430020,100244028,2013-09-03,2014-03-18,"POLYGON ((206966.5209953264 460072.25240687665, 206965.6142194454 460058.32749500184, 206944.658350806 460059.6921575998, 206945.06625001892 460065.9541179722, 206944.5872530253 460065.98511026206, 206944.8211951963 460069.57808752276, 206950.61915886006 460069.20018087246, 206950.50218776678 460067.40419224, 206951.9691785755 460067.30821586424, 206952.35108413332 460073.17617872334, 206966.5209953264 460072.25240687665))",충청남도 아산시 배방읍 세출리 243-20
75153,75153,4415033029100490000,23996,,1989-11-01,"POLYGON ((216094.81979555695 414989.0154154194, 216083.9489280362 414985.2502739709, 216081.5598020804 414994.4901733105, 216092.1696763941 414997.9303129868, 216094.81979555695 414989.0154154194))",충청남도 공주시 계룡면 양화리 49
364091,364091,4480032031101330007,27415,2003-01-03,2003-04-18,"POLYGON ((174155.6220784743 446709.6815655799, 174139.31521787113 446708.4433259125, 174135.8567483684 446740.8810314478, 174152.0916029648 446742.54726683215, 174155.6220784743 446709.6815655799))",충청남도 홍성군 금마면 죽림리 133-7
376756,376756,4481025021107030006,100258909,2019-04-11,2019-07-11,"POLYGON ((185837.9373671753 453200.77140476584, 185839.62235750427 453200.59343204193, 185857.6963504313 453192.40777122456, 185853.7975117286 453183.79977510526, 185834.25851937913 453192.6484084329, 185837.9373671753 453200.77140476584))",충청남도 예산군 예산읍 예산리 703-6
323265,323265,4477025030108840061,6089,1989-06-05,1989-07-29,"POLYGON ((173366.4454107954 379221.9266360698, 173361.28551149348 379217.50659010315, 173360.16550196602 379218.6665655245, 173358.3755352185 379217.2465487969, 173356.80552047183 379218.9665136954, 173355.24554919227 379217.74649899686, 173352.5455183208 379221.07643606956, 173361.48535004532 379228.31651859294, 173366.4454107954 379221.9266360698))",충청남도 서천군 장항읍 원수리 884-61
97656,97656,4418010400103400013,100231858,2017-04-18,2017-10-23,"POLYGON ((165062.0315846868 416681.75188104267, 165061.60158232908 416682.11587195523, 165061.7075023567 416687.40083517274, 165086.53988457183 416716.6909947301, 165095.69293497506 416708.93118826556, 165070.8425528276 416679.6450284024, 165062.0315846868 416681.75188104267))",충청남도 보령시 동대동 340-13
7591,7591,4413111200102680002,100383154,2017-11-01,2019-01-23,"POLYGON ((215721.4688544666 468443.9601835164, 215729.278748774 468447.0522837635, 215729.44075403438 468446.64328932494, 215730.0077463528 468446.86829659785, 215735.72193187632 468432.43849276943, 215726.77705293414 468428.89637796266, 215721.0638674042 468443.3261818065, 215721.6308597203 468443.5511890799, 215721.4688544666 468443.9601835164))",충청남도 천안시 동남구 유량동 268-2
108815,108815,4418041021102420000,20861,2005-01-10,2005-01-13,"POLYGON ((161292.92251708824 421507.48119307926, 161295.39245762513 421510.251209808, 161293.79244781838 421511.6811753488, 161297.56235702807 421515.9112008719, 161299.23236602946 421514.5012362319, 161302.09229429142 421517.9012541935, 161310.72234805144 421510.1314404686, 161301.53256769394 421499.93137744034, 161292.92251708824 421507.48119307926))",충청남도 보령시 주교면 주교리 242
159035,159035,4421025027103460011,100259467,2019-12-13,2020-04-01,"POLYGON ((146618.74715343767 487572.6126124889, 146620.79713719734 487572.6146438557, 146620.80011498262 487574.0646323451, 146622.45010191825 487574.0656575941, 146622.4471241387 487572.61566910474, 146629.39706911962 487572.6197754574, 146629.40117087617 487565.96982851636, 146618.75125519565 487565.96266554785, 146618.74715343767 487572.6126124889))",충청남도 서산시 대산읍 대죽리 346-11
384744,384744,4481040023105250001,21081,1994-08-24,1995-02-07,"POLYGON ((181665.77782855666 452180.81881341536, 181674.24773358763 452182.92892781436, 181678.64697189713 452165.2991266636, 181669.97706971847 452163.09900986555, 181665.77782855666 452180.81881341536))",충청남도 예산군 오가면 신장리 525-1
277410,277410,4471039030104310004,38102,2007-04-27,2007-07-04,"POLYGON ((246867.49101490146 402310.0270405592, 246863.1310166458 402311.74696124904, 246865.9509236936 402316.5269736305, 246869.68092295493 402315.00704180147, 246867.49101490146 402310.0270405592))",충청남도 금산군 추부면 서대리 431-4
416025,416025,4482525021109010001,3207,2002-06-12,2002-09-26,"POLYGON ((137821.10720355657 461016.32256354927, 137811.99719583488 461021.5233857509, 137820.60685327114 461039.843372313, 137824.8667931586 461041.6434223995, 137835.81678376408 461036.6326264211, 137832.03693245794 461028.7026314398, 137826.10693623038 461031.50352027063, 137821.2271414803 461020.38353363826, 137822.70714508617 461019.38256374025, 137821.10720355657 461016.32256354927))",충청남도 태안군 태안읍 동문리 901-1
164289,164289,4421040021106240068,1667,2004-11-26,2005-12-20,"POLYGON ((158300.96322077894 452573.9111667555, 158285.221349713 452573.23893305246, 158285.15932270885 452575.049918339, 158283.2783358186 452575.120889265, 158282.90714420838 452587.9367861808, 158284.4911277989 452588.2308079755, 158284.4550344455 452594.4027604946, 158299.38490694622 452595.3839795324, 158300.96322077894 452573.9111667555))",충청남도 서산시 고북면 가구리 624-68
389803,389803,4481025024101960012,28131,1985-02-08,1985-02-08,"POLYGON ((185066.0421343997 454364.5638627807, 185063.2922669793 454357.2738746713, 185053.66226998423 454361.6936934397, 185056.31215877997 454367.6436899797, 185066.0421343997 454364.5638627807))",충청남도 예산군 예산읍 주교리 196-12
382626,382626,4481025331100870001,17975,,,"POLYGON ((172267.20522376712 455666.32958364685, 172259.59516740026 455673.729411389, 172268.68596459294 455682.53948413895, 172273.31599334412 455678.39958621154, 172269.33610620702 455672.9695662173, 172272.08612207382 455670.5896262489, 172267.20522376712 455666.32958364685))",충청남도 예산군 삽교읍 상하리 87-1
225169,225169,4427037026102090009,100223253,,2012-11-19,"POLYGON ((181624.37588328004 473182.4190184497, 181630.07062139438 473196.53699917044, 181639.3916091978 473192.7781723027, 181633.69587110885 473178.65919157345, 181624.37588328004 473182.4190184497))",충청남도 당진시 우강면 부장리 209-9
114115,114115,4418011000109500007,8798,,1983-12-13,"POLYGON ((155521.66013773574 414429.2587393514, 155521.3600712554 414433.8687012079, 155527.0600193887 414434.57878091553, 155527.88007674128 414430.328824174, 155521.66013773574 414429.2587393514))",충청남도 보령시 신흑동 950-7
73815,73815,4415033022103210000,22165,,1994-07-05,"POLYGON ((212687.58861174132 418340.5606910129, 212683.38868322215 418337.8006455533, 212682.42966536197 418339.3906197163, 212679.10871307243 418337.780579787, 212674.10963271695 418345.2404508812, 212684.92946011398 418351.6005732152, 212689.63954415923 418344.03069843794, 212686.55858744163 418342.6006609508, 212687.58861174132 418340.5606910129))",충청남도 공주시 계룡면 월암리 321
30168,30168,4413137021102670001,8640,,1995-12-18,"POLYGON ((230052.96215053913 462181.5860756348, 230042.30023302644 462181.1939097203, 230042.01005099824 462192.8278211962, 230054.560962087 462192.7720202412, 230054.64698254995 462191.4400312112, 230056.83797290438 462191.0590686365, 230057.116097464 462183.06213073025, 230052.93612963223 462182.91906560643, 230052.96215053913 462181.5860756348))",충청남도 천안시 동남구 동면 구도리 267-1
281414,281414,4476033030101160000,100182210,,,"POLYGON ((172457.11172734998 413210.19493559946, 172466.59565956474 413210.2110780041, 172466.72774194358 413204.66611981334, 172457.1818139751 413204.39697829145, 172457.11172734998 413210.19493559946))",충청남도 부여군 외산면 만수리 116
367760,367760,4480038032101100019,6409,,2002-06-01,"POLYGON ((157000.36352197273 448835.48379454337, 157000.42668460187 448824.7088771771, 156987.38878137417 448824.79367917, 156987.41861742744 448835.6095976305, 157000.36352197273 448835.48379454337))",충청남도 홍성군 갈산면 동성리 110-19
259839,259839,4471032021101520018,13365,,1943-06-21,"POLYGON ((249225.05059079098 390618.90011598356, 249225.5514888269 390625.26008247794, 249228.57147236366 390625.06913061027, 249228.46057259451 390618.6591704968, 249225.05059079098 390618.90011598356))",충청남도 금산군 제원면 제원리 152-18
316309,316309,4477034022103650001,13166,,1999-12-15,"POLYGON ((182606.40613229375 387633.1571124016, 182616.39599014772 387638.09722761024, 182619.37607286786 387631.1973197482, 182618.11609448568 387630.3273069228, 182619.07612452985 387627.877338171, 182614.36618692824 387625.8572817213, 182614.88621191325 387623.9473026715, 182610.10626627554 387622.49724124314, 182606.40613229375 387633.1571124016))",충청남도 서천군 한산면 동산리 365-1
256997,256997,4471034022106840004,100212393,2012-12-18,2015-05-19,"POLYGON ((244786.98423458825 392424.2185026546, 244786.9962352691 392424.169503161, 244789.4203823849 392413.66460938886, 244781.20346586127 392411.7124947699, 244780.2574085516 392415.80545335833, 244777.66443385783 392415.2564167492, 244776.55236654065 392420.0643680914, 244780.33732742234 392421.0064206072, 244780.0423033425 392422.6834050757, 244786.98423458825 392424.2185026546))",충청남도 금산군 군북면 내부리 684-4
229217,229217,4427034024100110007,100268114,2015-08-25,2017-09-20,"POLYGON ((161381.56921007595 473785.5212283685, 161384.3932932367 473778.681324744, 161380.97334121238 473777.26928325, 161380.62933110417 473778.1012715191, 161378.50336092824 473777.2232457244, 161379.1523800261 473775.6522678664, 161375.177435787 473774.01121963654, 161374.87242678844 473774.75120921637, 161371.91446827902 473773.53017332434, 161369.0913851121 473780.3700769627, 161377.4102684194 473783.8041779047, 161377.56227292397 473783.4341831049, 161379.6882430957 473784.3122088985, 161379.53623859287 473784.68220369617, 161381.56921007595 473785.5212283685))",충청남도 당진시 정미면 도산리 11-7
413941,413941,4482535027103690000,20154,,2002-11-20,"POLYGON ((133542.17579817038 466907.9188806798, 133537.95891302847 466902.48386003205, 133534.74190545964 466904.65779443097, 133541.00172748527 466913.2218211707, 133553.13175499754 466905.09306799306, 133547.17593190144 466896.4420465146, 133544.61092906864 466897.96299588465, 133548.4358120495 466903.7450078913, 133542.17579817038 466907.9188806798))",충청남도 태안군 원북면 대기리 369
220871,220871,4427025337101120077,100187052,2005-10-19,2008-12-22,"POLYGON ((180283.23489861627 485570.0540590723, 180273.34927641798 485550.65605511, 180265.83427402104 485554.5119083015, 180269.08814136725 485561.4299054834, 180272.00713988973 485560.0869613123, 180273.19009321925 485562.501961061, 180270.70308699692 485564.12690977927, 180275.5819000811 485573.7299115055, 180283.23489861627 485570.0540590723))",충청남도 당진시 송악읍 한진리 112-77
13073,13073,4413131027100510005,24333,1995-10-09,1995-12-18,"POLYGON ((211083.09633650084 460693.1802410481, 211083.3184440287 460686.2102955753, 211081.42245657652 460686.2882653143, 211081.6035441558 460680.61130972893, 211078.27057004496 460680.5042583191, 211078.31359093115 460679.1502689101, 211071.91864058046 460678.9461702581, 211071.44941362395 460693.65805515344, 211083.09633650084 460693.1802410481))",충청남도 천안시 동남구 풍세면 용정리 51-5
351765,351765,4480038031104940010,100274844,2021-08-03,2022-01-12,"POLYGON ((156916.2532361958 447574.487074252, 156920.80417934834 447575.9851317632, 156920.41516440624 447577.16611693974, 156926.40808998616 447579.110192887, 156927.10111660635 447577.0062193005, 156928.8350961844 447577.4952418322, 156930.90517723068 447571.11032148544, 156927.29722085953 447570.0172751767, 156927.48522807274 447569.4472823348, 156923.4012790954 447568.1022307309, 156923.08426692366 447569.06421865354, 156921.22728746655 447568.6281938603, 156921.35629241142 447568.2371987719, 156918.71932804608 447567.19116679614, 156916.2532361958 447574.487074252))",충청남도 홍성군 갈산면 기산리 494-10
162412,162412,4421040029102360003,13832,,,"POLYGON ((157774.2842139061 452242.8926955086, 157768.83027614132 452241.5016233803, 157763.61508371864 452256.78642806155, 157769.0890116848 452258.8134956554, 157774.2842139061 452242.8926955086))",충청남도 서산시 고북면 기포리 236-3
283370,283370,4476042026106210003,100197416,2012-03-26,2012-09-21,"POLYGON ((188849.565606657 405233.9185578363, 188847.90058242824 405236.2875160758, 188850.84153077772 405238.3535460472, 188852.50655500792 405235.9845878091, 188849.565606657 405233.9185578363))",충청남도 부여군 장암면 원문리 621-3
149149,149149,4420025331117820000,100234399,2012-12-06,2013-04-26,"POLYGON ((209622.52935509125 465761.4642234542, 209596.68062762072 465756.14485727006, 209592.44733601008 465776.7146391781, 209618.29606346326 465782.0350053541, 209622.52935509125 465761.4642234542))",충청남도 아산시 배방읍 장재리 1782
242569,242569,4427036021106070003,33345,,2001-10-26,"POLYGON ((173543.39044809688 471493.8249331329, 173557.91853185592 471481.2352536034, 173551.7356888579 471474.10021289985, 173537.20660512024 471486.6888924234, 173543.39044809688 471493.8249331329))",충청남도 당진시 순성면 봉소리 607-3
225421,225421,4427033021104720017,100225285,2011-10-26,2013-03-05,"POLYGON ((154325.77638325223 479492.3765431803, 154327.29231671832 479495.9495383455, 154331.50731128088 479494.16061695246, 154329.9903778211 479490.58762176946, 154325.77638325223 479492.3765431803))",충청남도 당진시 대호지면 조금리 472-17
15293,15293,4413110800104830011,30591,1996-10-12,1997-10-29,"POLYGON ((214010.60416709638 466534.16944711376, 214000.53345643607 466520.43938970106, 213987.83340158852 466529.8191210254, 213997.95411660755 466543.2491814285, 214010.60416709638 466534.16944711376))",충청남도 천안시 동남구 구성동 483-11
386248,386248,4481039022100640008,23174,,,"POLYGON ((185046.5494628502 460382.88462425757, 185053.87949023675 460377.5837771705, 185050.27958431345 460373.2237542394, 185042.80955117347 460378.96459586895, 185046.5494628502 460382.88462425757))",충청남도 예산군 신암면 계촌리 64-8
153304,153304,4421037030101960001,100197909,2011-06-16,2012-03-15,"POLYGON ((157262.70260593298 465757.06136889895, 157260.47353198353 465763.0302888274, 157259.63454319822 465762.7162784562, 157257.8584842629 465767.47321465256, 157257.70948625676 465767.4172128122, 157256.56044812233 465770.495171529, 157260.626393835 465772.01322181436, 157261.1484111709 465770.6142405738, 157264.41336757847 465771.8332809523, 157266.18942649814 465767.0773447541, 157266.81644730017 465765.398367275, 157265.69646225218 465764.9803534213, 157267.19451194067 465760.96940723015, 157267.56750694913 465761.10941183823, 157268.29853122338 465759.15043810825, 157262.70260593298 465757.06136889895))",충청남도 서산시 음암면 부장리 196-1
151907,151907,4421039022101390005,100189622,2009-08-06,2010-06-16,"POLYGON ((159642.38373730093 456678.80327853025, 159632.72392993703 456670.94319157826, 159619.74378665598 456686.82387301046, 159629.52359356446 456694.6539620152, 159642.38373730093 456678.80327853025))",충청남도 서산시 해미면 휴암리 139-5
213144,213144,4423041030105010001,44896,1987-03-24,,"POLYGON ((210963.75938054928 399814.2388872139, 210959.11854132646 399805.75887418137, 210947.43851281563 399812.7986479169, 210952.50934714818 399821.4086666263, 210963.75938054928 399814.2388872139))",충청남도 논산시 은진면 성평리 501-1
271726,271726,4471037031102960006,29797,,2001-01-05,"POLYGON ((230408.81101339118 395869.0096114514, 230411.57105293008 395865.25967892504, 230405.17116461007 395860.74961037806, 230402.54113376493 395863.8795490338, 230408.81101339118 395869.0096114514))",충청남도 금산군 진산면 두지리 296-6
268171,268171,4471036022100130002,24962,,,"POLYGON ((238610.85442865134 386132.02412580635, 238617.60439472873 386131.3942339218, 238615.88361676788 386117.7042966831, 238609.06365406807 386118.1441887274, 238610.85442865134 386132.02412580635))",충청남도 금산군 남이면 상금리 13-2
399729,399729,4482535031100810002,100183450,,2008-12-26,"POLYGON ((135547.53875597814 470245.5707765578, 135548.6668109655 470241.34382699087, 135550.97178340986 470241.9718568365, 135553.20588398288 470234.15195236134, 135550.8669097023 470233.6629209028, 135551.35592906323 470232.1269404251, 135546.57198607773 470230.8348783915, 135546.18796906262 470232.1608621151, 135544.0239944554 470231.6028338466, 135541.18486958806 470241.3457139913, 135543.3838433824 470241.9397425041, 135542.79081429527 470244.1737158977, 135547.53875597814 470245.5707765578))",충청남도 태안군 원북면 마산리 81-2
321008,321008,4477025022102320001,2215,1973-10-31,1974-05-21,"POLYGON ((172638.2255466665 379616.3761332707, 172631.91558818606 379616.48603908543, 172631.90561046047 379614.98604928376, 172627.69563925077 379614.98598694906, 172628.00550240357 379624.0859287728, 172638.47543006687 379624.13608345063, 172638.2255466665 379616.3761332707))",충청남도 서천군 장항읍 창선2리 232-1
124731,124731,4420011400106040000,11885,1998-04-02,1998-06-05,"POLYGON ((200516.5573476878 465319.44493524777, 200510.6073951347 465319.2148441202, 200507.90818849535 465333.73469410033, 200515.22808461284 465336.93478453316, 200519.23808641758 465334.9248620386, 200516.5573476878 465319.44493524777))",충청남도 아산시 권곡동 604
95349,95349,4418035021102540001,100207938,2013-06-07,2014-01-23,"POLYGON ((172709.1378165585 420857.16357061884, 172714.27372741103 420860.6286229679, 172721.73969517072 420859.2097458365, 172724.1587313366 420855.65880804387, 172714.52989941754 420849.0997103513, 172709.10281958486 420856.97957142425, 172709.1378165585 420857.16357061884))",충청남도 보령시 청라면 나원리 254-1
289368,289368,4476033026101050000,14810,1993-07-16,1993-09-21,"POLYGON ((174657.55484255785 409500.2115565113, 174656.54105369083 409486.63263818657, 174649.50909642104 409487.1005292174, 174650.523885282 409500.67944755824, 174657.55484255785 409500.2115565113))",충청남도 부여군 외산면 반교리 105
398893,398893,4482531023113280001,1000000000000000195336,2022-05-30,2022-10-06,"POLYGON ((146639.2674136484 425486.7697326845, 146642.25422151462 425498.185692067, 146653.28218292102 425495.30087785097, 146652.3712415263 425491.81889023853, 146644.82526794757 425493.7917631247, 146642.7504014552 425485.8587913591, 146639.2674136484 425486.7697326845))",충청남도 태안군 고남면 고남리 1328-1
24287,24287,4413110800104280013,55041,1984-05-04,1985-07-03,"POLYGON ((214601.3395130211 466570.0653358051, 214595.2485629301 466569.71524258156, 214594.829427443 466578.5251712358, 214608.47931503857 466579.3453798876, 214608.58940166663 466573.78542248666, 214607.7694092189 466573.68541032553, 214607.8094353493 466572.0054233024, 214601.27948987143 466571.56532383594, 214601.3395130211 466570.0653358051))",충청남도 천안시 동남구 구성동 428-13
205053,205053,4423035030105780005,33687,,,"POLYGON ((211679.1584791057 399491.2390086303, 211672.68864215593 399483.4189630981, 211668.38861866825 399486.85887402593, 211673.92945868365 399494.8889039436, 211679.1584791057 399491.2390086303))",충청남도 논산시 부적면 신교리 578-5
178077,178077,4421010200102960002,7077,1995-04-25,1995-08-01,"POLYGON ((152314.18345466006 464450.04413169896, 152295.16293968374 464427.7440152217, 152288.72291452007 464432.6538793263, 152307.66342843694 464455.0639937276, 152314.18345466006 464450.04413169896))",충청남도 서산시 동문동 296-2
194100,194100,4423025033104270000,17556,,,"POLYGON ((201866.5576532857 393382.5994283762, 201868.39869057862 393379.3144786677, 201852.05495058346 393369.4432984798, 201849.99391495774 393372.71624493966, 201866.5576532857 393382.5994283762))",충청남도 논산시 강경읍 채운리 427
